ID,Name,Distinction,Sustainable,Bibendum,Country,City,Price,Type,Tel,IMG,Address,Description
1,文公館,1,FALSE,FALSE,臺灣,台中,$$$,時尚臺灣菜,+886423266655,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3f3e81547f524d4cab5d8134bf1f0e40,西屯區文心路二段636號，Taichung，臺灣,餐廳保留老建築的結構，裝潢以孔雀綠為主軸，搭配實木餐椅和大理石地面，點染雅逸的用餐氣氛。由中西主廚共同掌杓，融匯中菜著重火候、西式講究細緻的特點，並選用在地當季食材，菜色同時網羅了臺菜、粵菜與客家的烹調元素。單人套餐包含開胃菜、湯品、主菜與甜品，風味層層堆疊，其中澄黃的濃雞湯和燉煮黑豬腩尤其叫人印象深刻。
2,斑泊,1,FALSE,FALSE,臺灣,台北,$$$,時尚臺灣菜,+886285029168,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e7a317a5593b4992969076bfb5a8a846,中山區樂群二路265巷38號，Taipei，臺灣,進入餐廳，顧客會先被帶到等候區享用茶水，再前往二樓的用餐空間。這裡以褐色實木、鏽色鐵件、日式塌塌米等點綴，並大量選用臺灣設計師的家具與食器，營造出沉穩復古的風格。年輕主廚將臺灣常見的下酒菜、小吃、宴席合菜、焢窯等元素呈現於套餐之中。整頓饗宴逾三個小時，每道佳餚各有主題，值得細細品味。
19,ZEA,1,FALSE,FALSE,臺灣,台北,$$$$,拉丁美洲菜,營業時間,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/10daa2d9d2544a259611410fa4c2de55,大安區仁愛路四段300巷20弄5號，Taipei，臺灣,阿根廷主廚以拉丁語的「玉米」為餐廳命名，因為此農作物是拉丁美洲和臺灣飲食文化的重要元素。單一套餐包含十二道菜色，採用大量在地食材，當中包括不少原產自南美洲的品種，細膩展現出南美風味。酒單以阿根廷和西班牙酒款為主，價格實惠。淺黃與橘紅色混搭的牆面，加上仙人掌盆栽和背景的拉丁美洲音樂，感覺猶如置身當地。
26,Ad Astra,1,FALSE,FALSE,臺灣,台北,$$$$,時尚歐陸菜,訪問網,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a60585f097214ce4a146d96311c6bc69,中山區中山北路二段45巷23號，Taipei，臺灣,門外沒有顯著招牌，須按下門鈴再由服務人員接待。提供十道菜的無菜單套餐，歷練豐富的美籍主廚選取亞洲食材，結合歐陸技法和日本元素，令每道菜色均呈現大量細節與風味，尤其主餐後的釜飯料理叫人期待。無酒精調飲用上了主廚自製的醃漬蔬果，值得一試。另提供十四道菜的套餐，僅供四人座位與包廂顧客享用，須提前預訂。
47,吉兆割烹壽司,1,FALSE,FALSE,臺灣,台北,$$$$,壽司,+886227711020,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/5308351622f94d6a8f2eb7efff108b9b,大安區忠孝東路四段181巷48號，Taipei，106，臺灣,其名取自一日本燒酒名稱，由兩位臺灣主廚共同執掌板前。他們希望能讓臺灣人吃到媲美日本名店的上乘壽司，故裝潢亦秉承日本壽司店的簡樸，氣氛更為輕鬆。食物以生食及手握壽司為主，也會按客人需求提供熟食，只需於訂位時說明。由於兼營日本清酒代理，餐廳會按時令提供不同的清酒佐餐，亦會邀請日本廚師當客座主廚。
48,教父牛排,1,FALSE,FALSE,臺灣,台北,$$$,牛排屋,+886285011838,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cc30a42b208c448aba35020a63609a18,中山區樂群三路58號，Taipei，104，臺灣,主廚擁有四十年料理牛肉的經驗，除了頂級美國濕式熟成牛肉、日本及澳洲和牛外，更推出自家熟成十四天以上的美國乾式熟成牛肉。肉品皆以荔枝木烹調，帶有獨特香氣，加上主廚對火候和時間掌握得宜，令人再三回味。特別推薦軟嫩多汁的老饕牛排。服務細心，價格相對實惠，更設有小型包廂，適合宴請和聚會。
49,鹽之華,1,FALSE,FALSE,臺灣,台中,$$$$,時尚法國菜,+886422520991,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/65f9c14c63144a98a2c1f79c020be7c8,西屯區市政路581之1號，Taichung，407，臺灣,女主廚擁有三十年西餐與旅外學習經驗，帶來精緻細膩的用餐體驗，客人挑選主菜後，便可靜待饗宴啟程。菜色每天更換，令人充滿驚喜。其中果木炭烤乳鴿以自製炭爐，將28至32天的臺灣乳鴿烤製，富有風味。建議請侍酒師搭配佳釀。菜單可因應人數作特別安排，亦可預訂Pithivier等傳統法式糕點。
51,明壽司,1,FALSE,FALSE,臺灣,台北,$$$$,壽司,+886225961069,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2ca193efb24446379a01842f8136c87d,中山區雙城街25巷6之3號，Taipei，104，臺灣,開業超過十年，熱烙的用餐氣氛和料理特色卻維持不變。提供江戶前風格壽司，採用一致比例的紅醋和白醋製作醋飯。食材多源自日本，並以江戶前的做法，善用魚類放置時間作適度熟成。例如黑鮪魚會依情況放置四至五天。設有板前包廂，既可保有隱私，又能夠觀賞壽司製作過程。
94,彧割烹,1,FALSE,FALSE,臺灣,台北,$$$$,日本菜,+886225030303,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0e52a8ef87394125a8328b7ca2df4b6e,松山區三民路9之1號，Taipei，臺灣,搬遷後裝潢風格變得時尚簡約，不變的是餐廳會按不時不食的原則挑選材料。選用日本及宜蘭大溪漁港的漁獲，供應單一割烹套餐，主餐後的釜飯尤其令人回味，全因主廚會根據時令或客人喜好而調整主食材。餐廳設有小型包廂，極具隱私性，商務宴請或朋友聚會皆適宜。建議提前訂位。
101,天香樓,1,FALSE,FALSE,臺灣,台北,$$$,杭州菜,+886225971234,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/53ddfe6698a4427eb37d9bf6e5387791,中山區民權東路二段41號B1 (亞都麗緻大飯店），Taipei，104，臺灣,餐室以金屬屏風仿楊柳、湖影，營造杭州風情。食物與裝潢相映成趣，完美呈現出杭州菜重手工的特點，宋嫂魚羹、天香東坡肉、龍井蝦仁均非常出色。主廚亦會選用在地食材，創造出別具特色的獨門菜，例如糅合經典菜色火朣神仙鴨和魚丸湯特色的神仙鴨魚丸湯。此外亦設有侍茶師，提供以茶配餐的最佳建議。
102,鮨野村,1,FALSE,FALSE,臺灣,台北,$$$$,壽司,+886227077518,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d2589240168e4401bafb456f6ff8a135,大安區仁愛路四段300巷19弄4號，Taipei，106，臺灣,來臺多年的料理長野村先生專司江戶前壽司，講究用料，米飯採用來自四國水主町的有機越光米及北海道七星米，並以富士山泉水烹調，調味用上赤醋及白醋，以特別配方混合。他對魚生片的掌控和熟成度了解亦十分透徹，自家醃製的亮皮魚和星鰻值得細味。室內裝潢簡約，備前燒食具更顯露其對細節的重視。
130,金蓬萊遵古台菜,1,FALSE,FALSE,臺灣,台北,$$,臺灣菜,+886228711517,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ca259327ab5049a08eb37ad5f8fb1df6,士林區天母東路101號，Taipei，111，臺灣,家族經營的金蓬萊始於六十年代的北投，最初供應搭配酒品享用的酒家菜，調味偏向濃重。現時掌勺的第三代仍沿用家族秘方，例如招牌菜排骨酥，選用臺灣豬隻的腹斜排，以不同油溫炸兩次，以保留水分同時令外表酥脆；須預訂的肚包雞鍋以大豬肚包覆起骨小土雞及十多種食材，以秘方藥材慢火燉七小時而成，適合多人共享。
134,Longtail,1,FALSE,FALSE,臺灣,台北,$$$,創新菜,+886227326616,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/129f4fbaddd7477389c8217ea7400f82,大安區敦化南路二段174號，Taipei，106，臺灣,在富格調的酒吧來一杯雞尾酒，是開始晚餐的絕佳方法。其後，你可留在原地用餐，或移師到主餐室甚至廚房邊的餐桌。主廚選用在地或環球優質食材，菜色賣相不甚花巧，味道和質感卻呈現有趣的對比，精湛技巧毋庸置疑。海膽海苔脆飯、帶骨豬里肌及法式咖椰吐司都是巧手之作。建議點選季節性品嚐菜單以獲得最圓滿的體驗。
135,Impromptu by Paul Lee,1,FALSE,FALSE,臺灣,台北,$$$,創新菜,+886225212518,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c43225d9f36143c29cbd7c2d0648e719,中山區中山北路二段39巷3號B1 (晶華酒店)，Taipei，104，臺灣,霧面玻璃門後是開放式廚房和吧檯座位，在這可一覽廚房團隊的精妙合作。僅設一個逾十道菜的嚐味菜單，主廚盼顧客能以開放舒適的心情用餐，享受他以在地食材、不受料理方式所限呈現的臺灣風味，故只會在用餐完畢才將菜單交到食客手上。菜色不定期更換，若幸運將能嚐到主廚引以為傲的自製乾拌麵。
139,米香,1,FALSE,FALSE,臺灣,台北,$$$,臺灣菜,+886277223391,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/298e202b12e94173880049fd5ba59e01,中山區樂群二路55號3樓 (美福大飯店)，Taipei，10462，臺灣,以「米香」命名，傳達米食文化在臺灣的重要性。數十年的烹調及於海外工作遊歷的背景，讓主廚創造出嶄新而細膩的家常菜。譬如在魚皮白菜魯中添加宜蘭鴨蛋酥，真材實料。黑棗蜜汁排骨鹹甜軟嫩，是搭配米飯的必點菜色。裝潢富麗堂皇，落地大窗令環境更通透明亮。加上份量精緻，商務宴請或小型聚會皆適宜。
146,承,1,FALSE,FALSE,臺灣,高雄,$$$$,日本菜,訪問網,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/716be63b56744b38b7afc788232d6c64,前鎮區中華五路806號2樓，Kaohsiung，臺灣,日本「傳」(Den)的首間海外姊妹店，由副主廚來臺坐鎮，多道佳餚在細膩之中融入活潑風格。廚師會因應時令，於臺灣各處海港、小農取材。野菜沙拉與釜飯均叫人回味，前者以不同烹調手法料理十多種蔬果，為野菜注入新靈魂。同時提供多款臺灣茶飲，塑造更完整的味覺之旅。餐廳入口隱密，建議預先查詢。
155,俺達的肉屋,1,FALSE,FALSE,臺灣,台中,$$$,燒烤,+886423250588,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4cac3210f9964c40a83fce035d381ff4,西區公益路194之1號，Taichung，臺灣,於2021年遷至十五步外之新址，採用簡約的木質裝潢，而且總能看見主廚或團隊與顧客交談，營造出輕鬆的用餐氛圍，適合知己聚會。主廚對牛肉充滿熱情，對牛隻結構、肉品切割，甚至內臟處理都經驗豐富。每月嚴選不同地區的日本和牛，讓客人品嚐到各種特殊部位。建議把喜愛的口感和部位告知店家，請對方搭配或推薦。
165,A Cut,1,FALSE,FALSE,臺灣,台北,$$$$,牛排屋,+886225710389,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/dc27e56325e949c78d30ab9472e81226,中山區遼寧街177號2樓 (富邦遼寧大樓)，Taipei，104105，臺灣,進入餐廳後，會先觀賞到廚師在開放式廚房準備佳餚，隨後到達雅致舒適的用餐空間，是適合商務聚餐或慶祝宴請之所。菜單以美國和澳洲的優質牛排套餐為主，包含自選前菜、主菜、配菜與甜品。不要錯過肋眼上蓋部位的A Cut牛排，油花細緻，軟嫩可口，充滿鮮甜滋味。酒單囊括法國頂級名莊佳釀，須提前訂位。
168,INITA,1,FALSE,FALSE,臺灣,台北,$$$$,時尚義大利菜,+886225770886,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d2997e54343a46229c28097e9bfe41c0,松山區八德路三段12巷52弄1號，Taipei，臺灣,餐廳名字由Italy、Nippon、Taiwan組成，寓意融合三地飲食文化。日籍主廚透過採用在地食材的單一套餐，呈現其對三地的理解和關切，如主菜「再看見台灣」用上玉露鴨和合鴨米等，重現紀錄片《看見台灣》的田野景色。義大利麵為現場桿製，滋味甚佳。主廚與顧客的互動富有趣味和劇場感，猶如喜劇廚藝秀。訂位資訊不定期公佈，須提前安排。
190,明福台菜海產,1,FALSE,FALSE,臺灣,台北,$$$,臺灣菜,+886225629287,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/777bdfe481a34002abd43e67354c923d,中山區中山北路二段137巷18之1號，Taipei，104，臺灣,來到明福，一定會被餐廳熱絡的氣氛感染。這裡主要提供家常臺灣菜，份量適合和親朋好友分享，尤其是須預訂的招牌菜一品佛跳牆，其用料與傳統有別，以松茸、銀杏、鮑魚等食材取代炸排骨酥和芋頭，湯頭呈清澈琥珀色且滋味鮮甜。此外，野菜山蘇與烏魚腱料理都是熱門菜色。但座位有限，建議訂位。
200,謙安和,1,FALSE,FALSE,臺灣,台北,$$$$,日本菜,+886227008128,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1bf295e2a8f4439b9c7baf133e5b6aa9,大安區安和路一段127巷4號，Taipei，106，臺灣,謙安和中午供應以生食為主的手握壽司套餐，晚間則是割烹料理。不論哪種料理，不時不食是廚師和知軍雄的烹調宗旨，菜單根據時令食材和當日新鮮到店的魚類而定；昆布和柴魚高湯更是每日鮮煮。主廚亦強調食材與配料的味道融合，所以其以新潟米煮的壽司飯會與不同的醋作調和，以帶出不同食材的鮮味。
203,Forchetta,1,FALSE,FALSE,臺灣,台中,$$$,時尚歐陸菜,+886422558111,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1ac5c230a176493f857b3a18a324096a,西屯區惠中七街36號2樓，Taichung，407，臺灣,曾於臺北經營十多年，其後遷到臺中，但仍然保留過往的風格。主廚醉心花藝，餐廳採用落地玻璃，透視戶外的盆栽與大樹，一片綠蔭令人心曠神怡。同時尊重時令及在地食材，會根據當天採買到的材料，變化出多款前菜。主菜則提供六種選擇，其中，鴨心與鴨胗佐鴨間稻燉飯糅合了臺灣與西方料理特色，值得一試。
224,請客樓,1,FALSE,FALSE,臺灣,台北,$$$,淮揚菜,+886223211818,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/921fe7c0a8c34e83bdf43544cc7fa4d5,中正區忠孝東路一段12號17樓 (喜來登大飯店)，Taipei，100，臺灣,於集團服務近廿年的師傅於2023年接任主廚一職，菜單仍以川揚菜色為主，同時加入少量臺菜美食，尤其不可錯過經典小菜。團隊為迎合健康飲食趨勢，奉行少油鹽烹調原則，且大幅減少辛香料的用量。室內布置雖然樸實，但靜謐舒適，備有多種包廂，適合宴請。如果想有更充裕的時間享用午餐，記得儘早前往。
226,雅閣,1,FALSE,FALSE,臺灣,台北,$$$$,粵菜,+886227156788,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4ef29862758d480d89d708f41fda33be,松山區敦化北路158號3樓 (文華東方酒店)，Taipei，105，臺灣,走過佈滿古董飾品的小長廊，便會來到這方正的餐室，四周以華麗布藝和木屏風裝飾，格調典雅。由香港主廚帶領的團隊帶來一系列傳統粵菜，在細膩處彰顯烹飪功力。脆皮雞等經典菜尤其值得一試，中午更提供精美點心。服務團隊會為客人建議用餐安排，菜色更能調整分量，不論是單獨前往或多人聚餐，都能感到賓至如歸。
230,鮨隆,1,FALSE,FALSE,臺灣,台北,$$$$,壽司,+886225818380,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/63a89e26d52f434daf5fb76b29574203,中山區新生北路二段60之5號，Taipei，104，臺灣,壽司吧檯以數百年加拿大木材製造，一室淡雅，是傳統壽司店風格。餐廳2017年才開業，可主廚兼老闆有穩紮經驗，師從日本師傅，曾先後效力城中多家知名壽司店近三十年。選料嚴謹，米飯以北海道七星米及三種日本醋混合而成，且每週多次從日本各地進口新鮮海產。只供應無菜單料理，其中秋冬供應的鮟鱇魚肝壽司是廚師拿手之作。
235,de nuit,1,FALSE,FALSE,臺灣,台北,$$$$,時尚法國菜,+886227001958,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/29575a077dd9403d9195ed5a345aae3d,大安區信義路四段175號，Taipei，臺灣,名字在法文中解作「夜晚」，室內設計也帶著夜幕的沉穩：光潔的玻璃窗景，加上墨黑色桌巾、絨面沙發和灰色座椅，令人放鬆心情，非常適合情侶或小型聚餐。廚房團隊年輕專業，致力保留法國料理的精髓，同時增添季節元素。菜色口味細緻，擺盤極具巧思。無論搭配餐酒或茶飲，都令美食生色不少。
239,T+T,1,FALSE,FALSE,臺灣,台北,$$$,時尚亞洲菜,+886227199191,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/dc582e82ce644a21a1528e98303acc29,松山區敦化北路165巷11號，Taipei，臺灣,設計簡潔時尚，設開放式廚房，氣氛慵懶自在如置身歐洲小酒館。T+T解作tapas tasting，但與西班牙料理無關，而是寓意精緻小巧的嚐鮮體驗。含九道菜的精緻套餐，價格實惠。菜色融合味噌、人參、當歸等亞洲特色食材，並以米飯和麵食作搭配，貼近在地飲食文化。酒單多元有趣，單杯葡萄酒及烈酒選項近六十種。
247,欣葉 鐘菜,1,FALSE,FALSE,臺灣,台北,$$,臺灣菜,+886225327373,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d03b31e24cec43f482ea2d4b194a06de,中山區樂群二路199號 (中城廣場)，Taipei，臺灣,巨幅落地玻璃，加上具氣派的家具與燈飾，令這裡成為宴請的理想場所。菜單涵蓋過百道菜餚，以宴客菜為主，例如源於七十年代的鯉魚大蝦，在吐司放上裹著蝦漿的蝦肉，以杏仁片作魚鱗做成鯉魚的模樣，入口外酥內嫩。除了漁港海鮮、集團的經典菜色，亦會不時推出新菜品。甜點杏仁花生豆腐搭配花生麻糬和普洱茶，值得推薦。
261,富錦樹台菜香檳 (松山),1,FALSE,FALSE,臺灣,台北,$$,臺灣菜,+886287128770,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/6139cd4bc422469d8c4ceed34844c3be,松山區敦化北路199巷17號，Taipei，臺灣,偌大的落地窗和天花的植物裝置，為餐廳營造了舒適愜意的環境。來自臺南的創辦人為了打破臺式料理的刻板形象，特意結合臺菜與香檳，並將府城獨特的甘甜風味和創意融入菜色，每季推出季節與時令新菜。例如季節野菜炒蓮霧，用老薑與蓮霧碰撞出清爽滋味。蝦湯煨龍蝦蛋則以鮮美的龍蝦肉突顯番茄的果香，口味老少咸宜。
265,Holt,1,FALSE,FALSE,臺灣,台北,$$$$,時尚歐陸菜,+886225451113,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3944e2dec6c2435fba85e5fc7ba0edd9,松山區民生東路三段113巷6弄11號，Taipei，臺灣,簇新小巧的餐室，燈光昏黃，置有落地玻璃、木製桌椅和乾燥花盆景，環境簡約而富有暖意，客人亦可透過開放式廚房觀賞廚師料理的過程。加拿大籍主廚熟知臺灣食材的特性，並擅於以歐陸手法將之烹調。他曾於東京的料理名店工作，因此菜色亦帶有東瀛色彩。套餐包含八道菜，道道呈盤精巧且風味細膩。須提前網上訂位。
268,壽司芳,1,FALSE,FALSE,臺灣,台北,$$$$,日本菜,+886227215560,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1d071ada72c24a06966c8e1ea91dd57e,大安區忠孝東路四段216巷19弄12號，Taipei，106，臺灣,壽司芳的第三間海外分店，由駐店的橋本主廚規劃菜色。來臺多年的他對臺灣食材有深刻了解，菜色不乏在地時令鮮魚，大閘蟹季節亦會推出應時套餐。無菜單套餐包含結合西式烹調手法和奢華食材的壽司，搭配和味道均滿載驚喜。建議晚間到訪，並選擇價格較高的套餐，完整體驗猶如藝術品的創意美食，飯後甜點亦值得期待。
278,Haili,1,FALSE,FALSE,臺灣,高雄,$$$,現代菜,+88672150559,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/90f4abe2c5af4612a2f3eb3dd5f88239,前金區成功一路264-1號2樓，Kaohsiung，臺灣,主廚離開臺北的知名餐廳後，南下開設此店，吸收過往與日籍廚師合作的經驗，令他的料理飽含法、日風格和技巧。單一套餐網羅日本與在地食材，用現代風格詮釋。每季菜單均有一道菜名以在地人文為靈感，藉此連結高雄的飲食風貌。餐室裝潢素雅，開放式廚房與吧檯設計，讓烹飪過程一覽無遺。訂位不易，建議提早安排。
288,巴黎廳1930x高山英紀,1,FALSE,FALSE,臺灣,台北,$$$$,時尚法國菜,+886225971234,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/04628ad360c54f96b2c1186e499b8452,中山區民權東路二段41號2樓 (亞都麗緻大飯店)，Taipei，10470，臺灣,室內環境潔白，並帶有奢華雅致風格。行政主廚高山英紀擅於融合法、日烹調技巧，以細緻柔美風格呈現。主廚特別喜愛臺灣茶品，並將各種茶葉廣泛融入套餐之中，為菜餚賦予新生命，例如加入茶葉的佐餐麵包，以及招牌菜季節蔬果千層。菜色口味創新而獨特，尤其著重客人的五感體驗，適合宴會與特殊紀念日造訪。
321,澀,1,FALSE,FALSE,臺灣,台中,$$$,時尚臺灣菜,undefined,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/60118ad4e8f943fd9d47b41aeb2a2445,中區中山路29號3樓，Taichung，臺灣,於2023年遷往中區，門面貫徹低調簡潔，內裝亦以極簡的灰黑色系設計，保有老舊樓房的原始風貌。主廚擅長以日常食材融合臺式烹調技巧，重新闡述當代臺灣料理的細膩風味。單一套餐定期更迭，主廚會根據所見所聞擬定每季主題。無酒精搭配常以茶為基底，混合水果或其他飲品，充滿特色。須提早訂位。
111,小小樹食 (大安路),0,TRUE,TRUE,臺灣,台北,$$,素食,+886227782277,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/086dee9a89df4fffaf6752f91c22290f,大安區大安路一段116巷17號，Taipei，臺灣,粉綠色外觀加上室內的潔白磚牆，構成舒適的用餐環境。主廚融合美式烹調手法與亞洲風味，菜單中包括奶蛋素與五辛素菜色。眾多品項中，紅油皮蛋豆腐餃及用花椰菜取代雞肉製作的韓式辣炸雞皆十分滋味；主菜則推薦泰式打拋佛陀碗，食材五顏六色，口感豐富。設有獨享套餐，即使一人用餐也可品嚐多款美食。
